,x,y,label
433,-12.805602,-5.8648415,1
434,1.299156,5.757498,1
435,-24.932348,2.0177026,1
436,-16.260485,-5.413932,1
437,-10.239682,-5.404146,1
438,8.4935,2.606178,0
439,6.136354,4.896538,1
440,9.377535,-2.616054,0
441,4.890889,0.6645389,0
442,-0.1266716,2.084516,1
443,-7.24135,12.151881,1
444,-15.209365,-0.3500838,1
445,2.0700943,-2.2719555,0
446,4.3041224,8.277749,1
447,12.073601,8.990459,1
448,11.281154,4.9143176,0
449,5.4282684,0.9947528,0
450,-8.163328,4.3604894,1
451,4.133828,-1.2971042,0
452,3.0142114,-0.0726659,0
453,0.12940547,-9.832541,1
454,-7.646116,0.34967858,1
455,9.383112,-2.159396,0
456,-2.9816763,12.178299,1
457,-17.629917,-3.2457283,1
458,0.47604042,10.639927,1
459,15.872317,1.2177161,1
460,-7.128884,11.974279,1
461,-1.8436923,-9.874263,1
462,5.8021264,1.6801106,0
463,6.530392,-0.5205769,0
464,17.517036,-4.366343,1
465,12.231028,-9.099045,1
466,-0.92546403,-9.616716,1
467,5.2019897,3.4217257,0
468,-13.020469,0.041329104,1
469,-6.594578,0.11521476,1
470,5.804879,1.0975772,0
471,-6.7676673,2.157439,1
472,9.467721,2.9134867,0
473,6.3274817,-6.1823483,1
474,3.0060685,4.741013,0
475,-2.977908,-10.801116,1
476,11.508736,6.76664,1
477,-4.492682,3.253085,1
478,4.390518,-1.3097664,0
479,0.8565711,-0.1330193,0
480,-12.268652,-5.140953,1
481,-7.7071023,0.47333026,1
482,4.706503,2.1983202,0
483,-22.469961,0.35717788,1
484,9.986984,10.476509,1
485,-12.298479,-10.59723,1
486,6.022044,-2.6426737,0
487,-21.561766,-0.217624,1
488,2.957861,-13.434988,1
489,5.0029454,-11.346998,1
490,9.680863,2.791867,0
491,5.8337398,12.008441,1
492,10.355484,-7.9547596,1
493,9.084218,5.392017,0
494,3.995202,5.0592713,1
495,12.256311,8.833701,1
496,-23.615698,1.734716,1
497,9.281995,-4.421598,0
498,5.3497763,8.538558,1
499,-11.352187,-2.87838,1
500,-23.30827,1.8339632,1
501,13.837702,-5.874343,1
502,-6.810016,5.457858,1
503,-24.543043,0.5586295,1
504,11.351737,2.1894841,0
505,-17.933342,4.261478,1
506,-9.99699,-5.4866376,1
507,-4.231293,-9.393992,1
508,-8.873273,-2.1453133,1
509,1.6927584,5.4002094,1
510,9.50723,2.2781198,0
511,8.1057415,2.067274,0
512,9.530496,5.2332954,0
513,12.880114,-0.30867133,1
514,15.255141,-1.6881372,1
515,5.289931,6.2454734,0
516,10.471252,-5.2998986,0
517,-5.2439294,-12.2490225,1
518,-6.709617,7.4244833,1
519,12.474833,-7.107442,1
520,-4.795955,2.9544756,1
521,6.952351,-4.2459207,0
522,-2.711406,12.55788,1
523,16.968576,-6.5744004,1
524,0.9943742,-9.681587,1
525,11.677588,4.3336177,0
526,-4.7582974,-1.1219369,1
527,2.8588371,6.7778106,0
528,11.672751,-9.434924,1
529,2.5800097,0.7216893,0
530,10.448382,-11.358073,1
531,-18.096464,3.6816225,1
532,-25.6868,1.479826,1
533,-5.763906,0.3858532,1
534,-8.5496435,-1.4056053,1
535,-16.38895,3.278366,1
536,-5.592484,0.5674649,1
537,7.6362433,0.43196493,0
538,11.9864235,-0.5350509,0
539,13.534183,-8.380475,1
540,-24.584835,0.87418044,1
541,12.495241,-6.1994376,0
542,-4.7312098,1.8199924,1
543,3.2230928,0.69049,0
544,-20.961094,4.5467367,1
545,2.9619823,-8.062152,1
546,0.85256195,6.4460573,0
547,-2.8288612,-5.928229,1
548,-8.389185,-3.1069942,1
549,5.0563955,7.8680234,1
550,5.412534,-2.4679692,0
551,1.3365114,3.4484422,0
552,-23.430655,0.9500355,1
553,9.609057,-0.33948562,0
554,3.473314,-7.0651155,1
555,-22.754353,4.0632877,1
556,10.278285,10.31573,1
557,8.258552,3.8376617,0
558,6.9544163,0.7984354,0
559,8.815927,-3.1580887,0
560,2.2581863,-3.9583752,1
561,-0.54614294,1.9963195,1
562,0.05274286,-12.806222,1
563,9.992654,-0.40839946,0
564,-24.869816,2.147867,1
565,7.80685,-5.8098745,1
566,7.5465794,1.372712,0
567,11.814162,-7.8119926,1
568,8.572079,3.6984441,0
569,6.708282,5.542803,0
570,-9.759559,-11.561886,1
571,-8.77818,-5.029977,1
572,7.140232,-1.4635881,0
573,-11.535674,-8.875701,1
574,1.5932246,-1.7948778,1
575,7.0619545,3.6997454,0
576,-8.754403,3.4643338,1
577,-7.664546,3.2190166,1
578,4.4613853,2.15238,0
579,14.495961,-9.05783,1
580,17.220463,2.8031642,1
581,-1.862482,-0.046189617,1
582,-16.920458,4.7891235,1
583,-6.488875,-9.989495,1
584,11.332938,-4.195339,1
585,-5.8274517,-0.10522367,1
586,1.6442554,-0.50899696,0
587,-13.424759,-6.3705835,1
588,16.509403,-3.0303562,1
589,3.7889361,0.90385044,0
590,5.8986154,0.95676535,0
591,-0.35838598,-7.414787,1
592,3.6132472,1.8483616,0
593,4.0756407,8.4430895,1
594,-15.203521,7.9874907,1
595,-7.2287874,-2.366038,1
596,-10.127449,2.557321,1
597,-2.0100064,1.1708722,1
598,-1.2210786,-5.7699466,1
599,10.251943,1.5178144,0
600,12.562432,1.9214934,0
601,-21.344833,-0.48254633,1
602,-4.2363544,-2.2697377,1
603,-12.969542,3.7626133,1
604,-4.6676726,-0.77397954,1
605,15.753453,2.9349167,1
606,-8.345389,-8.712588,1
607,11.639664,0.9415362,0
608,5.6745734,-0.09968169,0
609,-2.7196112,-10.722565,1
610,8.889775,1.9901603,0
611,8.370667,6.728776,0
612,9.288646,11.759644,1
613,-3.2539468,0.6551015,1
614,4.447137,-1.6722685,0
615,5.107473,-1.6983713,0
616,7.6978745,9.52328,1
617,-23.908487,-0.035569064,1
618,-0.4349346,-3.087087,1
619,1.9342756,9.434774,1
620,5.758566,-1.6997775,0
621,18.693045,-1.1646075,1
622,4.01012,-5.9886017,0
623,-7.54474,-10.571653,1
624,6.358862,-1.7953721,0
625,-2.3376057,-9.570864,1
626,9.448432,0.51166624,0
627,-14.088538,-5.855513,1
628,5.0849285,5.3365254,0
629,-23.085148,3.3377373,1
630,-7.3464274,9.543318,1
631,-12.746467,-4.342627,1
632,0.025432842,-0.34454593,0
633,-24.564281,-0.23643593,1
634,6.7370715,3.4005992,0
635,8.057244,-1.0004399,0
636,-1.8344245,-0.23107305,1
637,0.42436334,1.5556664,0
638,-9.605378,-7.7554207,1
639,-10.426559,7.0978575,1
640,-19.515928,2.2322872,1
641,-4.804633,-15.825347,0
642,-5.139914,-2.1076307,1
643,-11.927185,-1.1470573,1
644,16.827404,-7.295632,1
645,1.1009358,-8.642835,1
646,-0.40798694,-4.0035906,1
647,-17.038322,2.8721776,1
648,5.358616,-5.1123323,0
649,2.9099655,-5.904135,1
650,13.581854,3.0766706,1
651,5.16035,-3.9088612,0
652,14.880432,5.661779,1
653,10.187953,-9.276485,1
654,2.3449872,1.9458843,0
655,11.880613,0.11778182,0
656,0.035021715,-7.957916,1
657,-3.2166455,-12.655764,1
658,-21.231655,3.1263032,1
659,12.617194,-3.4348016,1
660,15.148644,-0.7561017,1
661,-7.141288,-11.219109,1
662,2.571392,8.970523,1
663,0.6613962,-6.0930066,0
664,6.5696907,4.1046696,0
665,9.591915,5.0335603,0
666,3.2490177,1.0570921,0
667,-23.168198,1.0026717,1
668,-8.268972,1.7050123,1
669,2.3973289,6.5843005,1
670,7.127045,-3.4806938,0
671,3.585903,-4.3009553,0
672,5.9218364,1.7968506,0
673,9.299188,4.282782,1
674,-7.243755,-2.2293668,1
675,8.094963,3.7536626,0
676,-18.746655,-0.73789144,1
677,-1.2693453,3.591587,1
678,3.896842,-5.375904,0
679,7.1074157,1.3471743,0
680,-4.1019855,-10.249633,1
681,7.46554,7.426716,0
682,14.045427,2.843276,0
683,1.1446294,-11.264035,1
684,-8.682589,4.861239,1
685,0.48256895,-7.7858653,1
686,-4.220571,-4.363111,1
687,-22.881794,2.9047449,1
688,4.361519,3.4081478,0
689,13.981947,2.3429258,0
690,-2.1557517,9.836245,1
691,-6.468448,9.151621,1
692,3.99058,-0.2962887,0
693,-23.496159,1.0735828,1
694,8.198917,5.689207,1
695,-22.30002,4.2668,1
696,-11.7238245,-1.3505883,1
697,-1.9973341,-0.104026005,1
698,4.703358,-9.202693,1
699,-2.2073727,-1.878228,1
700,-6.685629,9.03534,1
701,-7.0244274,-4.3824477,1
702,14.989667,1.6575602,0
703,-4.0247526,-10.199895,1
704,-4.839007,-2.959629,1
705,4.7161283,4.8681173,0
706,-3.5060244,5.465887,1
707,4.2729354,-3.286142,0
708,-23.108303,0.11069565,1
709,-2.30816,3.1620913,1
710,11.221445,-3.9880111,0
711,8.413634,1.8268893,0
712,-4.7785683,-5.933251,1
713,1.3812472,-7.4117746,1
714,3.054507,9.051091,1
715,2.8284626,4.935974,0
716,9.393419,12.32978,1
717,-6.117899,-8.402102,1
718,3.8162224,-10.332024,1
719,-9.449945,-2.0194445,1
720,-9.056542,4.6527343,1
721,-2.7212827,13.094294,1
722,-4.860037,-4.5104523,1
723,-4.670641,-6.355535,1
724,-2.2524827,12.761601,1
725,-0.14888546,-8.263291,1
726,9.157314,-6.3937025,0
727,5.9471803,0.5063992,0
728,7.7623997,-4.353117,1
729,-24.602152,2.935049,1
730,5.015631,2.2120655,0
731,8.929402,-7.70533,1
732,6.8611016,1.3803624,0
733,-6.743469,6.4245024,1
734,-10.138003,-5.728207,1
735,5.364456,0.1607833,0
736,4.100395,-3.1125574,0
737,-14.3977375,3.292861,1
738,5.7263856,5.604891,0
739,14.075314,1.2501745,1
740,-23.03321,3.765465,1
741,-3.5416584,3.0666497,1
742,9.380257,1.5810893,0
743,-8.507912,1.4263037,1
744,-3.6107519,9.707411,1
745,4.180715,4.8303213,0
746,-25.955706,2.8695138,1
747,9.063518,-7.5260634,1
748,4.2069407,-2.271031,0
749,0.010123844,8.968712,1
750,-19.459852,-1.526813,1
751,-7.810141,-0.28939044,1
752,-9.980596,7.125922,1
753,10.422186,-6.5212383,1
754,0.75884134,-14.037893,1
755,-23.22443,2.824374,1
756,7.682061,2.6662607,0
757,-8.321226,-7.386059,1
758,3.2668624,7.4747047,1
759,10.152407,2.0193589,0
760,-1.1560568,-1.3115138,1
761,-4.547698,5.6277733,1
762,1.6610701,-2.654702,1
763,3.4428246,-2.6808157,1
764,7.3910885,4.4053736,0
765,-5.1436806,9.655406,1
766,-0.6926,2.6868944,1
767,-12.646343,1.4594905,1
768,10.072164,-3.5433462,0
769,7.9845347,1.2592443,0
770,1.83518,0.28018495,1
771,12.282624,-0.8586465,0
772,6.9320235,-10.130618,1
773,-1.7665418,-3.0403388,1
774,-5.3337054,-7.315796,1
775,10.717427,-3.464659,0
776,8.5200815,0.37083924,0
777,3.9725595,1.8068985,0
778,-13.347259,-1.1659076,1
779,1.6385123,0.59444976,0
780,4.2601557,6.0621934,0
781,-12.673771,-5.6224136,1
782,4.2221575,-4.644839,0
783,-9.215352,-6.821087,1
784,14.372509,1.5467771,0
785,5.6317043,-0.90254587,0
786,-5.826885,2.8575115,1
787,-16.72607,-1.5109264,1
788,14.803921,1.4823964,0
789,3.4947832,13.094185,1
790,-14.409385,-0.1057205,1
791,13.1859865,-8.4724175e-05,1
792,9.724528,0.34463215,0
793,2.0827706,-1.5939956,0
794,-2.997805,0.8530558,1
795,-23.692503,1.2287853,1
796,4.4491577,-1.4541659,0
797,-6.316988,-3.0350554,1
798,9.484493,-10.380749,1
799,5.382469,-7.325331,1
800,-2.714257,-14.372827,1
801,16.876926,-7.5413337,1
802,11.706313,-9.907777,1
803,2.894512,-3.3607836,1
804,9.199186,0.7022028,0
805,-7.778677,-12.828847,1
806,12.964081,-5.9264107,1
807,-19.63858,0.9406937,1
808,-21.125935,1.3551944,1
809,4.715763,7.1050916,1
810,6.300992,3.9907906,0
811,12.70985,-4.073792,0
812,8.424406,-2.4441276,0
813,3.9022803,0.9455592,0
814,7.3553877,0.39305148,0
815,12.833744,-5.048186,1
816,-2.7942243,-8.409387,1
817,-1.0684899,-7.849707,1
818,10.380441,0.04320405,0
819,2.9270906,-2.3700726,0
820,-8.145728,-13.600886,1
821,8.322143,1.110232,0
822,3.4001746,3.9626443,0
823,-1.7340783,-5.7829876,1
824,-0.37274384,-3.7655458,1
825,11.781183,-10.317446,1
826,-12.789255,0.6766425,1
827,-25.352253,2.1578336,1
828,-5.703423,-6.392519,1
829,-1.9919515,-11.701608,0
830,-10.062181,-11.588765,1
831,7.136237,1.269257,0
832,-1.6388282,6.652539,1
833,-2.2708604,-11.877646,1
834,-15.117298,2.2013059,1
835,-10.300592,4.3991323,1
836,6.956018,0.7275567,0
837,0.5921934,-1.0298386,0
838,-3.0188386,-1.2059178,1
839,-6.8488016,-6.8162045,1
840,-2.323751,-14.1517,1
841,12.982006,6.956911,1
842,2.8690448,5.6094294,1
843,-25.678087,0.63060546,1
844,-3.940031,-3.101407,1
845,11.640778,0.28483036,0
846,-5.8534045,-3.7439294,1
847,-4.534811,-10.40345,1
848,13.911162,-8.201411,1
849,6.774146,6.8428645,1
850,3.024183,1.3040212,0
851,-3.623075,-6.510994,1
852,7.254505,2.7163217,0
853,-11.578498,7.3478627,1
854,9.5716305,8.231751,1
855,-15.914128,-1.5015681,1
856,-4.781938,-8.942673,1
857,4.123962,-8.262731,1
858,-9.423074,9.758686,1
859,8.02842,-6.5186334,1
860,14.079135,8.884952,1
861,12.05597,2.3585804,0
862,-0.86559546,-9.250043,1
863,11.023861,-0.5288974,0
864,-12.95657,3.8087678,1
865,10.078928,3.836846,0
866,4.101463,3.7002048,0
867,-17.130075,0.4491566,1
868,15.144287,-4.1372285,1
869,3.7989562,0.26669523,0
870,-18.605797,3.3098779,1
871,6.1986046,0.6641146,0
872,-7.691679,-10.669491,1
873,-15.867665,-1.7794546,1
874,-1.7234619,5.839653,1
875,7.116277,-6.2335944,1
876,-10.087018,-0.63756245,1
